chrom	classifiedWinStart	classifiedWinEnd	bigWinRange	pi_win0	thetaW_win0	tajD_win0	distVar_win0	distSkew_win0	distKurt_win0	nDiplos_win0	diplo_H1_win0	diplo_H12_win0	diplo_H2/H1_win0	diplo_ZnS_win0	diplo_Omega_win0
1	231001	233000	232001-234000	4.901825099458232e-05	0.00017052562164693034	nan	2.2855293132856806e-08	2.828385965686818	6.554819677288654	3	0.9037999999999999	0.9607999999999999	0.0014383713210887365	-0.025123302	0.0
1	233001	235000	234001-236000	2.9348952489492116e-05	8.543393538106371e-05	nan	1.3933122302502432e-08	3.7513689546168094	12.072769033662807	2	0.9418	1.0	0.0009556169038012317	0.0	0.0
1	235001	237000	236001-238000	1.9959375614280025e-05	0.00017078217975372112	nan	9.761451150874594e-09	4.773950552048422	21.316424278999396	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	239001	241000	240001-242000	3.428051166744634e-05	0.00017044027348794792	nan	1.8488804304322796e-08	3.2173371900925716	8.782689445528968	3	0.9226	0.9802	0.0010838933448948623	-0.017674908	0.0
1	243001	245000	244001-246000	2.973745356673034e-05	0.00017078217975372112	nan	1.430164355913054e-08	3.8097571947461124	13.000688537894018	3	0.9413999999999999	0.9802	0.0005311238580837052	-0.014357683	0.0
1	245001	247000	246001-248000	9.96968811995851e-06	8.530552766255509e-05	nan	4.920653028511832e-09	6.857142857142858	45.02040816326531	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	247001	249000	248001-250000	9.959708452170764e-06	8.522013674397396e-05	nan	4.910806801806713e-09	6.857142857142854	45.02040816326529	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	249001	251000	250001-252000	1.9929391574799385e-05	0.00017052562164693034	nan	9.732144834206443e-09	4.773950552048423	21.316424278999403	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	251001	253000	252001-254000	9.984695176837524e-06	8.543393538106371e-05	nan	4.935477985301693e-09	6.857142857142855	45.02040816326531	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	253001	255000	254001-256000	1.9949370914723996e-05	0.00017069657465108767	nan	9.751667687544377e-09	4.773950552048422	21.3164242789994	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	255001	257000	256001-258000	1.9747862117605572e-05	8.534828732554383e-05	nan	9.556674538566477e-09	4.721899033230742	20.29633048002541	2	0.9607999999999999	1.0	0.0004163197335553706	0.0	0.0
1	259001	261000	260001-262000	0.00021237886981225607	0.0003410512432938607	-0.6711904074960512	7.07610154579453e-08	0.672233058842099	-0.7774527727174507	5	0.5965999999999999	0.9222	0.08213208179684882	0.023967506	0.0
1	263001	265000	264001-266000	3.925486219278667e-05	0.00017052562164693034	nan	1.8507325519594808e-08	3.217337190092573	8.782689445528973	3	0.9226	0.9802	0.0010838933448948623	-0.017674908	0.0
1	265001	267000	266001-268000	1.9708346635629375e-05	8.517750535990994e-05	nan	9.518466982455214e-09	4.721899033230743	20.296330480025425	2	0.9607999999999999	1.0	0.0004163197335553706	0.0	0.0
1	267001	269000	268001-270000	0.00023710347636129626	0.0002555325160797298	-0.11556570922057197	8.05379104540197e-08	0.7136446800477503	-0.35408499439999863	4	0.5634	0.9042	0.10525381611643592	0.011903763	0.0
1	271001	273000	272001-274000	1.9737968399109777e-05	8.530552766255509e-05	nan	9.547101111129581e-09	4.721899033230744	20.296330480025418	2	0.9607999999999999	1.0	0.0004163197335553706	0.0	0.0
1	273001	275000	274001-276000	3.9677344639026796e-05	0.00025591658298766527	-1.3539684003692323	1.889948637661693e-08	3.2522977544343763	9.254389298515909	4	0.9221999999999999	0.9605999999999999	0.0006506180871828238	-0.012938793	0.0
1	275001	277000	276001-278000	0.00013118222692409416	0.00017069657465108767	nan	5.3689741021298544e-08	1.3736044802857337	0.6244358258072693	3	0.7494	0.8697999999999999	0.01307712836936216	-0.07526882	0.0
1	279001	281000	280001-282000	3.473507890328837e-05	0.0002560448619766315	-1.3850230503382095	1.8918437978712158e-08	3.2522977544343776	9.254389298515918	4	0.9221999999999999	0.9605999999999999	0.0006506180871828238	-0.012938793	0.0
1	281001	283000	282001-284000	2.9752374516839086e-05	0.00017086787076212742	nan	1.4315999034823371e-08	3.809757194746112	13.000688537894021	3	0.9413999999999999	0.9802	0.0005311238580837052	-0.014357683	0.0
1	283001	285000	284001-286000	9.517054743185396e-05	0.00025566041023192184	-1.0059041002093236	4.1060504321187615e-08	1.7794297326556394	1.7909872651956498	4	0.8154	0.9413999999999999	0.0066225165562913925	-0.027041383	0.0
1	285001	287000	286001-288000	9.964695787399693e-06	8.526281082346517e-05	nan	4.915726217277744e-09	6.857142857142858	45.020408163265294	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	287001	289000	288001-290000	9.964695787399693e-06	8.526281082346517e-05	nan	4.915726217277744e-09	6.857142857142858	45.020408163265294	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	289001	291000	290001-292000	4.944562491817807e-05	0.00025591658298766527	-1.292804927333886	2.3243860831023202e-08	2.852577080866163	6.8425695315580395	4	0.9034	0.9413999999999999	0.0009962364401151207	-0.01637451	0.0
1	291001	293000	292001-294000	3.9677344639026796e-05	0.00025591658298766527	-1.3539684003692323	1.889948637661693e-08	3.2522977544343767	9.25438929851591	4	0.9221999999999999	0.9605999999999999	0.0006506180871828238	-0.012938793	0.0
1	293001	295000	294001-296000	9.964695787399693e-06	8.526281082346517e-05	nan	4.915726217277742e-09	6.857142857142864	45.02040816326535	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	295001	297000	296001-298000	1.975776575959033e-05	8.539108987686056e-05	nan	9.56626237296595e-09	4.721899033230742	20.296330480025418	2	0.9607999999999999	1.0	0.0004163197335553706	0.0	0.0
1	297001	299000	298001-300000	9.96968811995851e-06	8.530552766255509e-05	nan	4.920653028511831e-09	6.85714285714286	45.02040816326534	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	301001	303000	302001-304000	9.959708452170764e-06	8.522013674397396e-05	nan	4.910806801806711e-09	6.857142857142858	45.02040816326531	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	303001	305000	304001-306000	0.00015802598369916683	0.0002557884324703955	-0.6124401087242096	5.9079935936369273e-08	1.0329004411478915	-0.3333014147149336	4	0.6953999999999998	0.9413999999999999	0.03307448950244465	-0.03886324	0.0
1	305001	307000	306001-308000	4.859130487271191e-05	0.00017044027348794792	nan	2.2467164290741758e-08	2.802249510329695	6.24115348194319	3	0.9042	0.9802	0.0018801150188011502	-0.020515248	0.0
1	309001	311000	310001-312000	9.959708452170764e-06	8.522013674397396e-05	nan	4.910806801806712e-09	6.857142857142855	45.0204081632653	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	311001	313000	312001-314000	1.993937623991702e-05	0.00017061105532511017	nan	9.74189892513454e-09	4.773950552048421	21.316424278999392	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	313001	315000	314001-316000	2.9275506662441335e-05	8.522013674397396e-05	nan	1.3863474212083074e-08	3.7513689546168094	12.072769033662812	2	0.9418	1.0	0.0009556169038012317	0.0	0.0
1	315001	317000	316001-318000	5.918425376758606e-05	0.0003410512432938607	-1.4702955610504231	2.74693297796658e-08	2.5554004700301105	5.273149179143729	5	0.8847999999999999	0.9411999999999999	0.00135623869801085	-0.01388796	0.0
1	317001	319000	318001-320000	1.9929391574799385e-05	0.00017052562164693034	nan	9.732144834206445e-09	4.773950552048422	21.3164242789994	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	321001	323000	322001-324000	9.954726106771978e-06	8.517750535990994e-05	nan	4.905894767303512e-09	6.857142857142856	45.02040816326531	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	323001	325000	324001-326000	8.778258475971655e-05	0.00034071002143963976	-1.3206602333480604	3.9089117001549204e-08	1.9602679579676767	2.6284618271060927	5	0.8308000000000001	0.9036000000000001	0.0032498796340876264	-0.02039654	0.0
1	325001	327000	326001-328000	4.944562491817806e-05	0.00025591658298766527	-1.292804927333886	2.3243860831023202e-08	2.852577080866163	6.8425695315580395	4	0.9034	0.9413999999999999	0.0009962364401151207	-0.01637451	0.0
1	333001	335000	334001-336000	5.9071687424081285e-05	0.00025617326963058164	-1.2329025568353509	2.7372875048134864e-08	2.546726689727449	5.1805936316166505	4	0.8849999999999999	0.9413999999999999	0.0015819209039548024	-0.019051963	0.0
1	335001	337000	336001-338000	1.9919416904341528e-05	0.00017044027348794792	nan	9.722405385395105e-09	4.773950552048425	21.316424278999413	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	337001	339000	338001-340000	9.979687807140013e-06	8.539108987686056e-05	nan	4.930528897635636e-09	6.857142857142858	45.02040816326529	2	0.9802	1.0	0.00010201999591920018	0.0	0.0
1	339001	341000	340001-342000	1.9929391574799385e-05	0.00017052562164693034	nan	9.732144834206445e-09	4.773950552048422	21.316424278999396	3	0.9605999999999999	0.9802	0.0002082032063293775	-0.01010101	0.0
1	341001	343000	342001-344000	1.9708346635629375e-05	8.517750535990994e-05	nan	9.518466982455216e-09	4.721899033230743	20.29633048002541	2	0.9607999999999999	1.0	0.0004163197335553706	0.0	0.0
